ID_start,ID_end
HGH,AKL
AKL,MNL
MNL,DOH
DOH,CLT
CLT,BKK
BKK,LGW
LGW,TUN
TUN,PVG
PVG,MIA
MIA,PHX
PHX,SVO
SVO,AMS
AMS,CLO
CLO,DMK
DMK,CMN
CMN,CGK
CGK,SEA
SEA,MCO
MCO,TPE
TPE,ADD
ADD,ATL
ATL,CAI
CAI,MEX
MEX,ALG
ALG,GRU
GRU,CPT
CPT,CDG
CDG,DFW
DFW,FRA
FRA,KUL
KUL,DXB
DXB,LAX
LAX,HRG
HRG,MEL
MEL,SIN
SIN,SDU
SDU,BCN
BCN,JNB
JNB,SZX
SZX,HND
HND,LHR
LHR,SCL
SCL,ICN
ICN,BOG
BOG,IST
IST,EZE
EZE,NBO
NBO,YYZ
YYZ,XIY
XIY,LIM
LIM,LOS
LOS,KMG
KMG,JED
JED,SFO
SFO,DEN
DEN,SGN
SGN,IAH
IAH,LAS
LAS,DEL
DEL,CBR
CBR,SYD
SYD,CAN
CAN,CKG
CKG,EWR
EWR,HKG
HKG,ADL
ADL,PEK
PEK,BOS
BOS,BSB
BSB,SHA
SHA,MAD
MAD,ORD
ORD,BOM
BOM,JFK
IST,DMK
SZX,JNB
SYD,EWR
SIN,PEK
GRU,CLT
EWR,BOM
CAN,HKG
BCN,MEL
LIM,SIN
EZE,SIN
SVO,DEN
LHR,LAX
ORD,HND
CPT,CKG
ADD,MAD
CKG,MCO
LHR,SEA
HRG,SYD
BKK,AMS
PHX,HRG
FRA,IST
NBO,XIY
SIN,ADL
SVO,CBR
EWR,MCO
JNB,BCN
AMS,LOS
CAN,SDU
JED,SYD
DOH,LGW
KUL,AKL
BKK,IST
SGN,JFK
ICN,YYZ
DXB,BSB
ATL,IST
MEX,LHR
PEK,CBR
CBR,DEN
ADL,LHR
EWR,ADL
EWR,CLT
SEA,CAI
JED,GRU
LAX,PVG
BCN,SDU
KUL,EZE
MEX,SCL
FRA,PVG
ATL,SCL
LOS,SIN
BOG,CPT
SIN,MCO
HKG,NBO
SYD,BOG
LAX,CKG
BSB,IST
FRA,CDG
MEL,SEA
SVO,TPE
DEL,SHA
DFW,LGW
BKK,CKG
MEL,CKG
SCL,DFW
ADL,FRA
ALG,CBR
GRU,DOH
AKL,FRA
YYZ,PVG
KMG,LAX
IAH,ADL
PVG,GRU
LIM,IAH
SDU,SFO
NBO,CPT
SDU,PHX
BOS,JED
LAS,SDU
MEL,XIY
CDG,MAD
