ID_start,ID_end
YYZ,EZE
EZE,HND
HND,SIN
SIN,SCL
SCL,SVO
SVO,CLT
CLT,BSB
BSB,DOH
DOH,HGH
HGH,LOS
LOS,LGW
LGW,XIY
XIY,KMG
KMG,HKG
HKG,SYD
SYD,PHX
PHX,BOS
BOS,BKK
BKK,SZX
SZX,NBO
NBO,ORD
ORD,HRG
HRG,PVG
PVG,IST
IST,ALG
ALG,SGN
SGN,CDG
CDG,ATL
ATL,SHA
SHA,KUL
KUL,CPT
CPT,BOG
BOG,DXB
DXB,ADD
ADD,FRA
FRA,GRU
GRU,TPE
TPE,DEL
DEL,DFW
DFW,ICN
ICN,EWR
EWR,LIM
LIM,ADL
ADL,CBR
CBR,JFK
JFK,MCO
MCO,AKL
AKL,TUN
TUN,CGK
CGK,DMK
DMK,MAD
MAD,JNB
JNB,BCN
BCN,MNL
MNL,MEL
MEL,CLO
CLO,CAI
CAI,IAH
IAH,AMS
AMS,MIA
MIA,MEX
MEX,SFO
SFO,CMN
CMN,DEN
DEN,CAN
CAN,SDU
SDU,JED
JED,PEK
PEK,LAS
LAS,LAX
LAX,SEA
SEA,CKG
CKG,LHR
LHR,BOM
ADL,SHA
PHX,MCO
LAS,LIM
CBR,ADL
MEX,DMK
LOS,BSB
BOS,DMK
TPE,MAD
HGH,CLT
SCL,EWR
TUN,BKK
MEL,DEN
SVO,LIM
ADD,EZE
ATL,KUL
CAN,MCO
CAN,AMS
LAS,DXB
CLT,JFK
ADL,MAD
CMN,BCN
MCO,HGH
BCN,CGK
SZX,IST
JED,BOG
NBO,LOS
LAX,SFO
AKL,ADL
MNL,SZX
LHR,LIM
DEL,CPT
CDG,JFK
TUN,HRG
EZE,IAH
CAN,ORD
SFO,JFK
IST,SEA
PEK,HRG
HKG,ALG
CLO,LHR
PVG,ORD
LAS,MEL
ORD,IAH
CPT,BOM
ADD,LAS
YYZ,LGW
LIM,ORD
FRA,LOS
BKK,JED
HGH,TUN
JNB,HKG
IST,LAX
SFO,HRG
HKG,LOS
JNB,MCO
SHA,MEL
SIN,PVG
PHX,NBO
HKG,PVG
CLO,YYZ
MEX,XIY
MNL,CAN
BKK,CBR
MNL,CAI
CLT,HRG
BSB,ALG
CAN,ATL
LAS,EWR
MCO,CLO
MEX,IAH
CKG,CAI
MIA,AKL
HND,SFO
DOH,SYD
XIY,JED
CAI,SZX
ADL,LAS
CLO,CLT
AKL,BOS
BSB,JED
IST,ADD
SDU,EWR
PEK,IAH
PVG,CDG
CAI,SVO
SHA,CPT
XIY,BOS
CAI,LAS
CAN,SGN
SYD,DMK
SGN,BKK
MIA,CBR
HKG,EWR
DMK,LHR
PHX,TPE
JNB,ORD
BOS,SHA
SCL,YYZ
EWR,HGH
ICN,AKL
DXB,IST
LGW,SFO
SGN,LGW
BCN,SEA
ORD,MAD
EWR,SYD
MEL,DOH
CAI,GRU
BOS,CDG
DFW,DEL
BCN,KMG
JFK,KUL
DFW,CAI
ICN,BOS
CMN,HRG
FRA,DEN
CLT,KMG
JNB,MIA
JNB,BOG
EZE,TUN
SIN,MEX
SYD,EWR
LIM,BSB
TPE,MNL
ALG,ADD
ATL,HGH
HKG,HGH
DOH,SHA
MEL,CLT
MNL,LIM
CPT,BCN
MAD,EZE
CDG,PHX
MAD,NBO
MIA,CPT
HGH,SVO
BOG,DEN
CBR,FRA
SIN,XIY
SHA,SYD
LHR,JED
CLO,KUL
PVG,LHR
TUN,PEK
SGN,TPE
IST,SVO
ORD,DOH
LOS,CGK
LOS,DEN
PVG,LGW
KUL,MIA
HGH,MCO
MEL,SZX
LOS,DEL
ATL,DOH
PEK,CLT
SGN,HRG
SHA,XIY
HKG,JFK
ATL,KMG
JNB,IAH
CDG,NBO
CDG,CLT
CPT,ORD
SGN,DFW
LAS,GRU
CLO,DEN
DXB,DMK
BOM,CMN
PVG,DFW
DOH,TPE
DEL,DMK
PEK,YYZ
SEA,SHA
PEK,SHA
HKG,CAN
ADL,ALG
CAN,SEA
FRA,CLO
BOM,JFK
DOH,MEL
CKG,DFW
BOS,HRG
CKG,MEX
LAX,JED
PVG,HGH
ICN,ALG
BOS,LIM
HGH,CAI
AKL,LAS
MAD,PVG
IST,CLT
SYD,CAN
PVG,SVO
MEL,FRA
MNL,CKG
JED,BCN
LGW,PVG
HGH,BOG
CDG,MIA
SVO,ALG
BSB,PHX
DOH,AMS
SFO,BOM
MCO,MNL
BOS,ADD
ADL,SDU
PHX,SYD
EWR,MNL
DOH,DEN
ATL,MCO
SIN,CBR
SEA,TPE
MAD,JFK
EZE,BKK
XIY,HRG
CBR,DEN
CAN,JFK
LAX,SIN
ADL,DEN
DMK,MEL
LAX,FRA
ADL,EZE
BOG,SCL
ATL,BKK
MAD,MEX
ATL,IAH
PEK,HND
CAI,MCO
BOM,BSB
MNL,PHX
MEX,LAX
HND,AMS
BOG,IST
CLO,SIN
ADD,HKG
BOG,SHA
DOH,BKK
HND,CLT
BKK,DFW
MNL,ADD
BOM,TUN
JFK,MEL
CDG,BOG
CDG,CLO
BKK,YYZ
ALG,MNL
CLO,CKG
ICN,MIA
PHX,ADD
JFK,MIA
DFW,CLT
PEK,SEA
TUN,LHR
CGK,SCL
DEN,XIY
JFK,AKL
MEL,MEX
IAH,MEL
FRA,YYZ
MCO,ATL
DXB,TPE
CPT,ATL
DOH,CDG
ALG,BKK
HGH,FRA
LGW,CAI
XIY,CBR
YYZ,EWR
ADL,CLO
IST,ICN
BOG,JFK
YYZ,MAD
JNB,GRU
LOS,HKG
DEL,BOM
EWR,SVO
DFW,SYD
CPT,MEX
DEN,SHA
TUN,CLT
ALG,KMG
BOG,PHX
