ID_start,ID_end
SDU,CKG
CKG,JFK
JFK,SZX
SZX,AKL
AKL,CBR
CBR,XIY
XIY,MAD
MAD,BOG
BOG,CAI
CAI,SFO
SFO,IAH
IAH,MIA
MIA,CDG
CDG,MNL
MNL,IST
IST,CAN
CAN,PVG
PVG,GRU
GRU,LAX
LAX,ADL
ADL,BOM
BOM,ICN
ICN,LHR
LHR,HGH
HGH,DFW
DFW,AMS
AMS,SEA
SEA,MEX
MEX,CMN
CMN,ORD
ORD,LGW
LGW,ALG
ALG,DMK
DMK,CLT
CLT,HND
HND,DXB
DXB,JED
JED,HRG
HRG,LOS
LOS,SYD
SYD,FRA
FRA,SIN
SIN,CLO
CLO,TPE
TPE,DEN
DEN,EZE
EZE,BSB
BSB,DEL
DEL,MCO
MCO,ADD
ADD,HKG
HKG,CPT
CPT,PEK
PEK,YYZ
YYZ,SGN
SGN,CGK
CGK,KUL
KUL,TUN
TUN,ATL
ATL,BOS
BOS,EWR
EWR,LAS
LAS,SCL
SCL,SHA
SHA,NBO
NBO,DOH
DOH,KMG
KMG,LIM
LIM,BCN
BCN,BKK
BKK,SVO
SVO,PHX
PHX,JNB
JNB,MEL
HKG,IAH
ALG,KUL
ADL,CAN
HKG,PHX
MAD,GRU
SYD,MIA
EWR,LAX
SHA,DXB
MEX,ALG
ADL,CGK
JNB,HGH
SFO,LOS
CLO,NBO
XIY,SEA
ADL,BSB
HRG,SVO
TUN,BKK
YYZ,BOG
BCN,SCL
PHX,MEX
IAH,LOS
IST,BCN
PVG,TUN
EZE,MAD
JNB,ICN
BOM,DEL
ADL,TUN
LAX,CBR
BKK,FRA
ORD,MNL
PEK,NBO
TPE,TUN
SIN,NBO
LIM,ALG
SYD,SHA
SDU,AMS
DFW,SZX
PVG,SEA
DEN,LAX
HGH,LIM
BCN,CBR
NBO,LAX
EZE,PHX
CAI,CLT
BOM,CDG
SVO,SCL
ALG,SGN
XIY,ICN
FRA,ALG
CMN,DFW
ICN,CBR
HND,BOS
SCL,BOM
ATL,XIY
JNB,JED
ALG,SEA
DFW,CMN
ORD,ADL
EZE,DEL
LAS,HKG
BOS,ICN
DXB,CBR
AMS,BSB
LGW,SCL
IST,BOG
KMG,FRA
EWR,SFO
CAI,CDG
HKG,NBO
LOS,BCN
MNL,DMK
LIM,MIA
BCN,SYD
HKG,BKK
CKG,PHX
LHR,ICN
NBO,LAS
BSB,PHX
BOM,AMS
MEX,YYZ
BOG,SGN
JNB,DFW
LHR,SCL
CLO,SYD
LOS,CBR
BKK,ORD
SVO,IAH
YYZ,XIY
CKG,DFW
BOM,SEA
PHX,DEN
KUL,LGW
AKL,BSB
FRA,DOH
EZE,BOG
IST,MIA
ICN,MIA
JFK,PEK
BOM,KMG
LAS,GRU
CBR,BOM
BOS,JNB
MEX,ORD
EWR,CLO
EWR,AKL
KMG,MIA
AMS,LAS
HGH,ORD
LIM,CMN
KUL,LAS
SCL,SGN
BKK,IAH
DMK,BSB
BCN,CAI
ICN,KUL
YYZ,SIN
CGK,LAX
CPT,XIY
DEL,HGH
MEL,SGN
SIN,ATL
CLO,CDG
CLO,SHA
AMS,SHA
PVG,BCN
TPE,DOH
CAI,ORD
LHR,KUL
LIM,LHR
JFK,DFW
PVG,DFW
SDU,DMK
ADL,SHA
DOH,SCL
CMN,YYZ
SIN,CMN
CLT,NBO
LOS,SGN
EZE,CAI
CPT,EWR
KUL,HKG
SCL,PEK
SYD,ADD
AKL,DEN
SYD,BOG
ORD,XIY
BKK,MEL
CAN,XIY
LHR,MEX
CLT,CKG
JNB,YYZ
ALG,DEL
CAI,MAD
BOG,BSB
IST,AKL
EZE,LIM
SDU,KMG
ATL,EWR
BOG,CPT
CDG,SIN
HND,ALG
BSB,KMG
BSB,EZE
DEN,CAN
AKL,LGW
MNL,MCO
SEA,ICN
CAN,HKG
DMK,LGW
HRG,SIN
CLO,TUN
ORD,IAH
ADL,IAH
DFW,DEN
SGN,MEX
SIN,ICN
CLT,LGW
HGH,ATL
EWR,ORD
SEA,EWR
AKL,CKG
SVO,SHA
DXB,BKK
DXB,EWR
LIM,LGW
IST,LHR
SGN,LIM
EZE,CLO
ADD,PVG
LHR,EZE
DEN,CMN
BOS,TPE
LOS,JNB
HGH,PEK
TPE,HND
MIA,KMG
KMG,CDG
GRU,ADL
SHA,MEX
MIA,LAS
GRU,DFW
AMS,DXB
SCL,SFO
JNB,DMK
GRU,SYD
JFK,KUL
SCL,MIA
IAH,CKG
LIM,DOH
YYZ,ALG
CMN,BOG
CAI,DXB
CPT,SYD
HKG,LAX
XIY,LGW
SZX,SYD
CBR,BOS
ALG,ICN
LOS,DEL
JNB,ORD
AKL,PVG
HGH,JNB
CLT,LHR
CAN,CPT
SYD,CMN
TUN,MIA
ALG,TPE
LOS,FRA
EWR,MEX
BSB,AMS
DFW,ORD
HND,IAH
DEL,HKG
HRG,CAN
SIN,HKG
CMN,HRG
CMN,NBO
LGW,DEN
BKK,CDG
BSB,GRU
MIA,BKK
HRG,SZX
CLT,BOG
MIA,ORD
GRU,TUN
HRG,BKK
EWR,MIA
MCO,ORD
LOS,ADL
CAI,MEL
SGN,LHR
MEX,CAI
PEK,HRG
JFK,SDU
CLO,BOS
IAH,CLO
BCN,CKG
XIY,LHR
PVG,XIY
SYD,DFW
TPE,MAD
SHA,BOG
KMG,SGN
ATL,SGN
SGN,DEL
LOS,PVG
BKK,CGK
EWR,CAI
TPE,XIY
FRA,BSB
ICN,BKK
SDU,MIA
BKK,ALG
LAX,TUN
TUN,AMS
SDU,DEN
ADD,TPE
DFW,ATL
CDG,BKK
IAH,ATL
CGK,LAS
MEL,BCN
CAI,AMS
CLT,HGH
CGK,CDG
HKG,DMK
LAS,IST
CAI,LHR
CAN,AKL
BSB,SGN
SYD,DEL
LAX,XIY
HND,CKG
SYD,SVO
TPE,LGW
JFK,EZE
ORD,CKG
DMK,SEA
CPT,HGH
ORD,MEX
SCL,MCO
PHX,MEL
DEL,JED
LGW,CGK
DFW,PVG
SCL,LGW
PHX,BKK
MCO,BOG
IAH,BCN
LIM,BOG
LGW,CPT
TPE,SZX
LAS,SIN
LAS,BOM
SIN,JFK
GRU,LHR
DFW,FRA
IAH,CAI
KUL,DEL
MEL,HGH
LOS,CDG
BCN,CMN
LIM,DXB
JFK,CLT
CBR,CAI
BKK,SHA
CBR,LAX
LOS,LAX
CLO,SDU
KUL,GRU
DEN,HKG
HGH,CLT
HKG,MEX
ADD,SVO
CBR,PHX
KUL,CDG
MEL,CBR
AKL,HGH
CMN,PVG
SYD,DXB
CAN,IST
AKL,BKK
BCN,GRU
CPT,IST
DXB,CMN
GRU,LGW
SGN,EZE
DXB,PEK
BOG,LIM
CAN,CLO
CAN,JFK
PEK,ADL
DXB,CLT
CLO,MAD
DXB,SZX
DEN,CLT
CBR,ALG
JNB,CDG
PEK,ATL
SDU,SGN
CMN,SHA
EZE,CPT
MCO,MAD
LAX,SHA
SEA,CLT
DXB,BOG
MIA,IAH
JED,BCN
SYD,TUN
BCN,DEN
HND,SEA
SYD,MNL
LOS,HGH
AKL,BOM
ADL,SCL
TPE,MEX
LAX,ADD
CAN,LOS
BOG,MAD
CPT,IAH
BSB,LIM
KMG,KUL
CKG,SVO
HND,DOH
CLO,DFW
BOS,CMN
TUN,CBR
TPE,NBO
MIA,PEK
CKG,BKK
LOS,HND
DXB,MAD
BOM,JED
BCN,LHR
JED,BSB
XIY,ADD
DMK,SVO
LOS,JED
DMK,TPE
CLT,JED
CMN,LHR
AMS,MEX
PVG,MCO
BCN,LGW
BSB,ORD
TUN,SGN
EZE,BOM
CAN,HRG
DOH,IAH
BOG,ICN
MEX,LOS
SDU,SFO
XIY,SDU
JFK,BCN
HGH,SVO
IST,ADL
ORD,AMS
IAH,PEK
EZE,BCN
CAI,SHA
LHR,DOH
CLT,SYD
ICN,MEL
CAN,KUL
JNB,LAS
IST,HKG
SGN,SIN
JFK,LHR
IST,CBR
DMK,DXB
LAS,CLO
CPT,LAS
ADL,CLO
PHX,ATL
ATL,ICN
LHR,AMS
LAX,CKG
IST,PVG
SDU,DOH
GRU,BCN
DEN,LAS
DMK,LAX
YYZ,TPE
BOG,NBO
IST,LOS
MCO,DXB
CPT,DEN
SVO,ICN
CMN,TUN
HRG,MEX
BOM,CBR
JED,CGK
CGK,MAD
ADL,SYD
BOM,MEX
DMK,EZE
LGW,MNL
SCL,LOS
XIY,EWR
HKG,JED
DEL,CMN
ORD,BOG
BOG,EZE
ADD,HND
BOS,LAX
FRA,HGH
SDU,ORD
DOH,BCN
PHX,LIM
PEK,KMG
SGN,FRA
AKL,SDU
XIY,CGK
CDG,BOG
YYZ,CAN
DOH,SZX
CPT,CAN
LGW,HGH
KMG,JNB
ORD,EZE
GRU,SVO
LGW,CDG
ADD,BOS
JFK,SFO
IST,CKG
PEK,ALG
CAI,YYZ
LAX,DOH
MIA,ADL
CLT,EZE
GRU,YYZ
EZE,SFO
HGH,ICN
MAD,KUL
DXB,HKG
ALG,SIN
CPT,JNB
JNB,KUL
ADD,CDG
TPE,KMG
MIA,SEA
LAX,MEL
MNL,HGH
ADD,MEL
CKG,IST
CAI,HND
LAX,ATL
LIM,SVO
SYD,SEA
MCO,CGK
CAN,AMS
TUN,SHA
JNB,SHA
TPE,PEK
CLO,HGH
ADL,LOS
FRA,PVG
SHA,ICN
CPT,LOS
MEL,CDG
LAS,ADL
CPT,CAI
DOH,LIM
MCO,BOS
CLO,LAS
MEX,EWR
