ID_start,ID_end
SYD,CLO
CLO,ALG
ALG,SVO
SVO,SZX
SZX,AKL
AKL,CDG
CDG,LAS
LAS,CAN
CAN,SHA
SHA,CPT
CPT,LHR
LHR,LIM
LIM,BCN
BCN,DFW
DFW,AMS
AMS,MIA
MIA,KUL
KUL,SEA
SEA,ADD
ADD,JNB
JNB,SIN
SIN,EZE
EZE,TUN
TUN,MEL
MEL,CLT
CLT,MEX
MEX,EWR
EWR,BSB
BSB,GRU
GRU,FRA
FRA,DMK
DMK,PHX
PHX,PEK
PEK,KMG
KMG,IST
IST,PVG
PVG,BOS
BOS,XIY
XIY,MAD
MAD,CKG
CKG,CBR
CBR,ORD
ORD,LAX
LAX,DXB
DXB,SGN
SGN,DEL
DEL,LGW
LGW,DEN
DEN,ADL
ADL,DOH
DOH,SCL
SCL,TPE
TPE,CAI
CAI,BOG
BOG,IAH
IAH,SDU
SDU,HKG
HKG,CGK
CGK,ICN
ICN,SFO
SFO,MCO
MCO,HGH
HGH,ATL
ATL,LOS
LOS,CMN
CMN,JFK
JFK,JED
JED,HRG
HRG,MNL
MNL,BOM
BOM,BKK
BKK,YYZ
YYZ,NBO
NBO,HND
XIY,PEK
SCL,CGK
SDU,MNL
HND,ADD
BOM,LAX
EWR,IAH
CLO,SZX
CLT,SEA
MAD,BCN
IAH,LGW
DXB,ICN
ADL,AKL
LIM,CGK
BOM,LOS
LAX,BOG
DXB,CLO
CPT,DMK
HKG,AKL
SYD,SCL
JED,ALG
KMG,PEK
CLT,PEK
DEL,LHR
LAX,CBR
MIA,HND
EZE,DEN
LOS,GRU
MAD,BOS
ADL,CAN
SEA,XIY
SHA,SCL
SHA,CAI
HKG,DXB
JNB,SHA
PVG,LAS
LOS,BSB
SFO,FRA
MIA,KMG
MNL,PHX
CDG,AKL
JED,CBR
LIM,TUN
XIY,JNB
SGN,SVO
DEN,AMS
CKG,DEN
PVG,CAI
LOS,PVG
HRG,IST
CAN,ATL
AKL,ORD
SYD,LGW
MIA,SIN
CLO,MIA
FRA,CLO
GRU,YYZ
PEK,TPE
ADD,MEX
MAD,LHR
FRA,JED
SGN,BCN
AMS,SYD
NBO,SVO
EZE,BCN
