ID_start,ID_end
LOS,ALG
ALG,IAH
IAH,CAN
CAN,SDU
SDU,BOS
BOS,BSB
BSB,BOM
BOM,SZX
SZX,LHR
LHR,XIY
XIY,PEK
PEK,HKG
HKG,YYZ
YYZ,LAS
LAS,JNB
JNB,HRG
HRG,DXB
DXB,NBO
NBO,SYD
SYD,SEA
SEA,TPE
TPE,BOG
BOG,KUL
KUL,MEX
MEX,MAD
MAD,ORD
ORD,CBR
CBR,BKK
BKK,KMG
KMG,ICN
ICN,CPT
CPT,TUN
TUN,AKL
AKL,LIM
LIM,CDG
CDG,CMN
CMN,CLT
CLT,MEL
MEL,SHA
SHA,MNL
MNL,SCL
SCL,CAI
CAI,CLO
CLO,HND
HND,DFW
DFW,HGH
HGH,DOH
DOH,JED
JED,LGW
LGW,DEN
DEN,SGN
SGN,SVO
SVO,ADL
ADL,IST
IST,DMK
DMK,EWR
EWR,PHX
PHX,FRA
FRA,AMS
AMS,SFO
SFO,GRU
GRU,LAX
LAX,MCO
MCO,PVG
PVG,SIN
SIN,ADD
ADD,MIA
MIA,CGK
CGK,EZE
EZE,DEL
DEL,ATL
ATL,CKG
CKG,JFK
JFK,BCN
KUL,DEL
CAI,SVO
ICN,DOH
DOH,ADL
AMS,ORD
MNL,TUN
HGH,BCN
MIA,SCL
CGK,MNL
JNB,HKG
CAI,SIN
CPT,JED
XIY,HRG
SDU,SFO
MEL,SIN
EWR,BCN
FRA,LAS
AMS,CPT
JED,CLO
DFW,SYD
AKL,TPE
YYZ,CKG
HRG,ALG
NBO,DOH
MEL,ALG
MNL,MCO
LAX,EWR
CAN,HND
CLT,MIA
PVG,MIA
SIN,BOM
CMN,LIM
HND,MIA
BCN,HRG
TPE,BOM
KUL,MIA
HKG,SCL
CPT,CMN
ADD,PEK
MNL,AKL
MEL,TPE
AMS,SZX
XIY,HKG
LIM,SEA
LAX,ADL
SGN,LOS
NBO,ORD
CGK,SYD
LIM,CLT
ADD,LOS
LHR,FRA
IAH,LIM
LHR,SFO
IAH,YYZ
HGH,LHR
LIM,SDU
DXB,MAD
EZE,YYZ
ADL,NBO
SCL,BOG
XIY,KMG
MEX,BCN
DOH,DMK
PVG,JED
HKG,CLT
YYZ,TUN
MCO,CLO
SFO,DEL
SFO,MIA
DEN,CAN
DOH,MCO
DMK,MEX
DEN,GRU
TUN,PHX
DEL,XIY
KMG,JNB
LGW,SGN
SIN,SFO
LAX,SZX
CMN,SGN
DOH,SHA
IAH,CAI
TPE,HND
DEL,CDG
BOM,ATL
ICN,ADL
IAH,SEA
LOS,PHX
LGW,IAH
SVO,FRA
BCN,LAX
LOS,KUL
SDU,AMS
EZE,HND
CDG,HND
ALG,MEX
CGK,BOG
AMS,SCL
XIY,DEN
AKL,ADL
ADL,SCL
LOS,BOS
DOH,SIN
MNL,EZE
MNL,PEK
CAI,SFO
CPT,LAS
DXB,SGN
BKK,BOS
BKK,DEN
SFO,SYD
SYD,CKG
HGH,CLO
AMS,DMK
SVO,HND
BSB,HKG
TUN,BOS
YYZ,CPT
GRU,SCL
HRG,BSB
JED,SIN
LHR,BOM
JFK,CPT
SYD,DXB
AKL,JFK
MCO,DMK
IST,MEX
AMS,DXB
IAH,MIA
BOM,HRG
SZX,DXB
BSB,JED
EZE,JNB
HGH,ICN
DXB,ICN
BOM,SDU
JED,MIA
HGH,AMS
FRA,TPE
MNL,CAI
TUN,CLT
ICN,MAD
CMN,SCL
MNL,LHR
HKG,FRA
CKG,MEL
SEA,MIA
KUL,CDG
CAN,DOH
ADL,MIA
MEX,BKK
PVG,BOG
MAD,LOS
YYZ,SYD
SYD,BOS
ORD,PVG
SYD,PEK
SIN,SGN
MAD,MEL
MCO,SEA
PVG,ADD
MIA,CLT
ALG,EWR
HGH,SEA
HND,LOS
EWR,XIY
LAX,NBO
DXB,JNB
CBR,SIN
EWR,ATL
MNL,HGH
SEA,GRU
JFK,DEL
CLO,NBO
CKG,LGW
MEX,LOS
CLO,TPE
IST,DEN
SHA,JNB
JFK,PEK
HGH,SDU
JED,KMG
CGK,DXB
XIY,JED
LHR,SEA
SIN,DEN
JNB,AKL
MEX,ATL
CLT,DMK
SFO,ATL
MCO,BCN
MEL,CLO
JFK,IST
CPT,CGK
FRA,LIM
DEL,CBR
PVG,EZE
SDU,CLO
EWR,LGW
AKL,EZE
IAH,ATL
ATL,PVG
JNB,SEA
AMS,KMG
YYZ,JFK
SCL,DEN
LHR,IST
ICN,NBO
CKG,BOM
SVO,DOH
SVO,IST
HKG,PHX
PVG,ORD
SHA,LGW
KMG,PHX
LGW,KUL
BOS,PEK
LAX,SVO
GRU,TUN
CDG,MNL
CAN,DEN
BCN,CBR
LHR,ADD
PEK,TUN
KUL,KMG
BSB,IAH
CPT,ALG
SVO,LAS
HKG,BSB
ADL,LAX
BSB,CLO
GRU,SVO
SEA,ATL
JNB,SZX
SZX,LIM
LOS,MEX
BSB,ORD
JNB,IAH
SHA,GRU
KUL,SGN
ORD,TPE
CAN,EZE
IAH,CLO
BOM,CDG
TPE,SGN
SHA,DXB
IAH,DEN
BOM,LHR
EWR,ICN
CLT,MAD
ICN,SGN
ATL,ALG
PHX,SYD
BOG,LGW
ADD,SYD
PHX,MIA
JFK,DXB
XIY,MCO
EZE,BOG
EWR,FRA
EZE,CAN
IAH,HGH
SCL,XIY
CDG,SFO
BOM,MNL
DEL,EZE
LHR,ORD
CPT,FRA
CAN,BKK
BSB,CBR
TPE,BKK
HGH,IAH
TUN,JED
CBR,MIA
EZE,NBO
SYD,MIA
LOS,CDG
CLT,XIY
FRA,ADL
GRU,XIY
ATL,BSB
SYD,SZX
MIA,PEK
YYZ,ADL
JFK,MEX
CAN,LGW
JFK,BOM
LAS,PEK
CAI,MNL
SCL,IAH
ICN,LAS
CGK,ATL
CLT,DEL
KMG,ATL
CLO,MEX
MEL,MEX
CAI,MEL
CLO,DMK
SIN,CLO
SIN,DMK
PEK,DEN
SVO,MEX
SFO,SEA
HKG,SZX
LAS,SEA
BSB,AMS
SFO,ICN
TPE,SDU
SVO,LAX
JNB,BCN
SCL,EZE
PVG,PEK
PEK,BSB
LAS,DOH
SEA,LAS
IAH,LOS
CDG,CLT
ATL,CDG
MEL,TUN
AMS,MNL
SEA,ADD
MAD,ADD
TUN,KUL
ADD,DFW
LIM,SZX
AMS,ATL
SIN,SDU
IST,YYZ
SYD,KMG
LHR,CAI
GRU,JFK
AKL,SYD
KMG,CBR
IAH,CDG
PHX,KUL
TPE,LAS
ADL,DFW
ATL,PHX
CLO,BCN
FRA,LAX
SGN,MNL
CDG,SVO
CDG,MIA
LAS,BOM
LAS,AKL
HRG,LAX
MEX,JFK
JNB,CLO
LHR,CLO
IST,SDU
BCN,SEA
CLO,LAX
DEL,DEN
DFW,CKG
SCL,CDG
DEN,CPT
