ID_start,ID_end
MAD,DFW
DFW,ATL
ATL,BSB
BSB,LAX
LAX,SCL
SCL,YYZ
YYZ,LGW
LGW,AKL
AKL,BKK
BKK,IST
IST,PHX
PHX,SFO
SFO,ADD
ADD,CPT
CPT,KUL
KUL,EZE
EZE,SIN
SIN,HGH
HGH,SEA
SEA,LHR
LHR,GRU
GRU,HKG
HKG,MIA
MIA,AMS
AMS,DEN
DEN,SVO
SVO,SGN
SGN,CAN
CAN,JFK
JFK,SZX
SZX,CKG
CKG,CMN
CMN,XIY
XIY,TPE
TPE,CAI
CAI,BOS
BOS,CDG
CDG,SYD
SYD,JNB
JNB,ICN
ICN,MNL
MNL,SHA
SHA,LAS
LAS,LOS
LOS,CBR
CBR,BCN
BCN,ADL
ADL,HRG
HRG,BOM
BOM,CGK
CGK,CLT
CLT,NBO
NBO,DMK
DMK,DEL
DEL,PEK
PEK,JED
JED,KMG
KMG,ALG
ALG,CLO
CLO,MCO
MCO,MEX
MEX,LIM
LIM,IAH
IAH,TUN
TUN,DXB
DXB,DOH
DOH,PVG
PVG,EWR
EWR,ORD
ORD,SDU
SDU,HND
HND,BOG
BOG,FRA
FRA,MEL
SYD,TPE
BKK,SZX
BOG,CMN
MCO,LGW
NBO,CLT
LIM,CKG
LHR,JED
SFO,SVO
DOH,SGN
HRG,IAH
AKL,LHR
DMK,JFK
HND,TPE
IAH,JED
DEL,XIY
MEX,YYZ
PVG,JFK
PHX,JNB
SEA,DEL
CPT,BSB
CDG,DEN
EWR,CPT
PHX,IAH
SEA,TUN
SEA,BOM
LHR,HGH
IAH,KMG
FRA,SYD
BCN,CAI
SVO,JED
LIM,PEK
SFO,CBR
KMG,BOM
JNB,BKK
CDG,JFK
BOG,MNL
KUL,XIY
ORD,CLT
JNB,MAD
PEK,AKL
ICN,CLO
MCO,XIY
KUL,PHX
SYD,CLO
LHR,ATL
SEA,CMN
SGN,XIY
BCN,CAN
SGN,SCL
BKK,PEK
EWR,KMG
LAX,BKK
BCN,CMN
SFO,CAI
PVG,LGW
CGK,YYZ
CLO,ICN
MCO,BOM
LGW,ICN
CGK,LOS
SZX,CAI
BOM,SIN
DMK,JED
LHR,CMN
MNL,SFO
TUN,HGH
SVO,LAX
CLT,DEN
MNL,EZE
SYD,IAH
ADL,TPE
FRA,ALG
CAN,KUL
SCL,JED
SEA,KUL
SGN,PHX
AMS,MAD
IST,SDU
BOS,JFK
MEX,DMK
DEL,JNB
ORD,LGW
CPT,PEK
SZX,LAS
SHA,SDU
KUL,SEA
HRG,NBO
AKL,EWR
BCN,ATL
SGN,JFK
BSB,HGH
SCL,MEL
HGH,DMK
LGW,MNL
EZE,GRU
TPE,IAH
GRU,LGW
JFK,CKG
TPE,MEL
SDU,FRA
FRA,SGN
CDG,JED
HND,CLO
HRG,CLT
HRG,LAX
HND,DOH
BCN,AMS
SCL,DMK
CPT,SZX
TUN,PEK
BSB,HND
LGW,XIY
MAD,SIN
MCO,JNB
LGW,HND
LGW,AMS
CDG,NBO
LIM,MAD
SZX,ADD
CAN,NBO
BSB,ALG
MCO,BOS
SYD,AMS
DEL,MEX
CGK,MAD
CDG,HND
ICN,BOG
SCL,SIN
MIA,HGH
IST,HGH
HGH,SYD
PVG,ICN
AKL,HND
KUL,LOS
CDG,CAI
IST,EZE
LGW,JFK
YYZ,CLO
YYZ,SGN
DEL,DEN
SVO,SFO
HKG,NBO
EZE,DEN
YYZ,DEL
FRA,HKG
CMN,YYZ
EWR,CAI
ALG,LAX
KUL,HND
SCL,LHR
JFK,KMG
BOS,MCO
IST,IAH
HKG,ADD
BCN,HKG
TPE,CAN
MAD,ORD
MAD,LGW
LHR,SYD
MEL,MAD
JED,EZE
CLT,EZE
CAN,YYZ
BOS,SGN
MAD,PEK
EZE,CPT
AMS,SVO
ADD,CBR
AMS,ORD
TPE,IST
LHR,BKK
SFO,MAD
KMG,SCL
LOS,SIN
SVO,CDG
CKG,GRU
PEK,BOG
MAD,MCO
SGN,MEL
TPE,AKL
TPE,LHR
DFW,AKL
EZE,ALG
DEN,EWR
YYZ,SDU
IST,AKL
ALG,CAI
IAH,ADL
CBR,BOG
SGN,KUL
BOS,SHA
HRG,DFW
BCN,MNL
JNB,CLO
MEL,SVO
TUN,SEA
SEA,NBO
SEA,JED
LOS,TUN
HRG,SGN
FRA,BOM
CGK,SYD
BCN,CLO
XIY,LOS
JNB,CAN
DOH,LGW
JFK,XIY
ALG,SVO
EZE,SCL
BCN,ADD
IST,ADD
JED,TUN
JNB,KMG
EZE,DMK
MEL,GRU
ADL,MCO
MAD,LOS
ALG,SGN
XIY,ICN
FRA,CLO
CGK,KMG
CMN,LIM
BOS,ATL
SZX,PVG
HRG,SIN
KMG,DMK
NBO,LAS
JED,SDU
SDU,ICN
CMN,NBO
GRU,CMN
CAI,SFO
PEK,MEX
FRA,HGH
ICN,SCL
KUL,HGH
SCL,LAS
CKG,HND
JNB,BOG
HKG,DEL
BOS,CGK
SIN,BOG
CAN,IST
MEX,PVG
BOG,JNB
IST,CAN
SEA,AKL
AKL,ALG
DEN,MEL
CLT,HRG
HND,CAN
JNB,CMN
KMG,LHR
TPE,LIM
ALG,MAD
CGK,DEL
SGN,BCN
DOH,EZE
BOS,XIY
YYZ,CBR
ADL,PEK
CBR,XIY
JNB,SEA
SGN,BOG
DEL,ORD
KMG,IAH
SVO,PEK
MNL,HKG
BSB,DMK
JNB,PVG
MEL,ATL
ADL,XIY
LOS,BCN
CGK,BKK
HND,SVO
FRA,ORD
CMN,SGN
SVO,JFK
AKL,SFO
HGH,CAN
SCL,KMG
PHX,CDG
FRA,LHR
HRG,KMG
AMS,LOS
TPE,CMN
LOS,MEL
PHX,AKL
CBR,SDU
LGW,IAH
LGW,LAS
BSB,CPT
CLO,ORD
BKK,ORD
HGH,MAD
DXB,SCL
DFW,ALG
JNB,CGK
JFK,DOH
DEL,LIM
EWR,MEL
LIM,MEX
AMS,EZE
BKK,AKL
SYD,LIM
SCL,SGN
JFK,MEL
LGW,CAN
BSB,ADD
BCN,PHX
PEK,CAI
BKK,SIN
CBR,ALG
GRU,LIM
SDU,BKK
CAI,TPE
SCL,LIM
XIY,JNB
AMS,CBR
PVG,ORD
JNB,SZX
SEA,BOS
CAI,HGH
SEA,LOS
CGK,BOM
BOG,BSB
LOS,DFW
CMN,CGK
GRU,MEL
LIM,DEL
CLT,ATL
CDG,CLT
CLT,DMK
HKG,YYZ
SCL,ATL
NBO,BOG
KMG,HND
CLT,BOG
SCL,CBR
KMG,BOG
ATL,JED
EWR,LAX
ATL,SGN
CDG,XIY
HND,BOM
IST,SCL
IAH,SZX
CBR,CGK
ADL,LHR
HND,SCL
AMS,SGN
BSB,FRA
SVO,LIM
CAN,CPT
LIM,ALG
ICN,SFO
LAS,JED
EZE,AKL
TUN,SZX
SYD,SHA
YYZ,DOH
ICN,BOS
LAS,TUN
BOS,YYZ
SGN,LIM
CGK,HRG
ICN,PVG
BCN,BOG
DFW,KUL
SGN,MEX
LGW,ALG
TUN,IST
MEL,ADL
TPE,HND
ATL,SHA
SYD,CDG
BKK,CGK
CKG,HGH
HKG,JED
JFK,BOG
DEN,HKG
SIN,CDG
JNB,DXB
CGK,SEA
CGK,BCN
LIM,LAS
AKL,PHX
CMN,ORD
MIA,MEX
DEN,SDU
DOH,XIY
CLO,IAH
ADL,SGN
ALG,SZX
CGK,PVG
LHR,CKG
PHX,LOS
DMK,TPE
ADD,AMS
TPE,MCO
DXB,BCN
CGK,CDG
IAH,JFK
CAN,SEA
LAX,PEK
EZE,CMN
LOS,FRA
DEL,JFK
SDU,MIA
SHA,BSB
PVG,LHR
ICN,HKG
CAN,BOG
DXB,LHR
SZX,CDG
DFW,SFO
CBR,DXB
MAD,BSB
MIA,YYZ
BSB,CDG
ATL,SVO
HND,IAH
SHA,MCO
TUN,DMK
MEX,ADL
PHX,IST
MAD,TUN
MEX,SVO
ADL,CGK
PVG,CAN
HND,PHX
CBR,DMK
BKK,MIA
SEA,CLT
LHR,JNB
CBR,PVG
MCO,PEK
DFW,LGW
BSB,YYZ
SFO,GRU
BCN,BOM
MIA,SVO
IAH,LAX
SZX,HND
CGK,SIN
DEN,MEX
BKK,SCL
DXB,HKG
ORD,SZX
ATL,KUL
PHX,SDU
LOS,SFO
MIA,ICN
LGW,SCL
MIA,CAI
PVG,SVO
SZX,CLT
CMN,LAS
DMK,MAD
HND,SZX
DXB,ATL
NBO,EZE
HKG,BOG
MIA,IST
NBO,BOM
MNL,JFK
HGH,GRU
CAN,BSB
EZE,LIM
ICN,LOS
NBO,TPE
JFK,CPT
CAN,CDG
SVO,PHX
YYZ,IST
CLT,SYD
DXB,CLT
CAI,LIM
PEK,LAS
ATL,LHR
LOS,CKG
LAS,ALG
EWR,BKK
DOH,CDG
PHX,SYD
MNL,PEK
NBO,MCO
CGK,LAX
LHR,MCO
EZE,LGW
ADL,KMG
LAS,YYZ
SZX,MEX
MIA,GRU
ATL,DFW
SIN,SHA
DXB,SYD
CDG,ADD
CDG,DOH
KMG,JFK
BSB,AMS
LHR,SDU
TPE,ICN
HGH,TUN
CLO,MIA
MEX,BKK
CGK,ICN
LOS,PEK
IAH,AMS
BOG,XIY
CLO,MEX
SYD,CAN
HGH,BSB
IAH,HGH
AMS,SYD
ADD,PEK
NBO,CDG
ORD,SVO
PHX,ORD
ICN,CDG
MEL,DMK
XIY,DEN
JNB,EWR
AMS,LAX
SEA,SYD
