ID_start,ID_end
CLO,MIA
MIA,SIN
SIN,YYZ
YYZ,SFO
SFO,AKL
AKL,CPT
CPT,TPE
TPE,CBR
CBR,SZX
SZX,LAX
LAX,LAS
LAS,SGN
SGN,MEL
MEL,EWR
EWR,HKG
HKG,BOM
BOM,LHR
LHR,IAH
IAH,BKK
BKK,PEK
PEK,TUN
TUN,JFK
JFK,SHA
SHA,ORD
ORD,BOS
BOS,CDG
CDG,XIY
XIY,LGW
LGW,HND
HND,DMK
DMK,LIM
LIM,BCN
BCN,LOS
LOS,CKG
CKG,FRA
FRA,NBO
NBO,ALG
ALG,MCO
MCO,HGH
HGH,ATL
ATL,JED
JED,BSB
BSB,SYD
SYD,ADL
ADL,MNL
MNL,EZE
EZE,SCL
SCL,KUL
KUL,SDU
SDU,ICN
ICN,DFW
DFW,DXB
DXB,MEX
MEX,IST
IST,DEL
DEL,HRG
HRG,CAN
CAN,CLT
CLT,CAI
CAI,GRU
GRU,AMS
AMS,DOH
DOH,DEN
DEN,PHX
PHX,ADD
ADD,KMG
KMG,SEA
SEA,SVO
SVO,CMN
CMN,MAD
MAD,PVG
PVG,JNB
JNB,BOG
BOG,CGK
PEK,HKG
MNL,TUN
JFK,TUN
MNL,HGH
KUL,CGK
MCO,SVO
CAN,DOH
IST,LHR
BCN,PHX
SHA,NBO
CAN,CLO
LAX,PVG
LAS,HKG
ADL,CAN
CKG,SGN
SZX,CLO
KMG,EZE
ORD,BOM
ORD,SZX
PVG,YYZ
KMG,IST
LAS,DOH
CMN,CLT
MAD,DFW
BKK,PHX
HRG,HND
DEL,SGN
SIN,BOM
TPE,KMG
BCN,MAD
DEL,PVG
MEL,SZX
TUN,SYD
ADD,MEL
FRA,LAX
BCN,ORD
LAS,SEA
TPE,JFK
CAI,BOM
ALG,MIA
ADD,HND
SIN,BOS
SFO,MNL
LIM,CGK
EZE,MEX
CLO,SFO
LAX,AKL
JNB,ATL
DFW,MNL
ATL,DOH
KMG,JED
SYD,KUL
ADL,LAX
YYZ,CAI
DMK,ATL
MCO,PVG
CMN,SZX
SGN,BCN
MEL,JFK
CAI,CGK
CGK,SVO
CKG,LAS
TPE,LAX
DMK,SDU
DXB,AMS
DMK,HRG
MAD,ADD
HKG,CGK
SFO,LIM
SFO,DFW
BOG,SEA
SCL,DFW
CAN,LHR
CLT,GRU
LGW,BKK
CPT,BKK
SZX,CAI
BOS,LAS
JNB,CPT
KUL,MIA
MEL,BKK
CBR,GRU
CLT,DFW
HRG,KUL
CAI,SVO
JED,SYD
JFK,BSB
NBO,SGN
JED,DOH
FRA,LHR
BOS,CBR
DFW,SZX
CLT,HRG
JFK,MEX
MNL,TPE
AMS,CKG
BOM,MAD
LHR,KUL
YYZ,CMN
CKG,HRG
TUN,DEN
JFK,BOM
SGN,ALG
DMK,HND
CGK,LGW
DFW,ATL
TUN,ADL
FRA,ADL
MEX,ADD
BOG,PHX
MCO,HKG
KUL,CLT
ALG,SVO
DXB,GRU
JNB,SEA
MEL,CLO
CGK,CPT
GRU,IAH
EZE,DFW
HGH,DMK
LAX,MAD
PHX,BOS
SFO,TUN
SVO,JNB
SVO,SGN
ATL,SIN
ADL,CKG
BCN,SDU
SIN,HND
CLT,MEX
LAS,IAH
CBR,HGH
SYD,LOS
DFW,NBO
JNB,DEL
CLT,LAS
CBR,ADL
KMG,BOM
SHA,PHX
LAX,HRG
SGN,PEK
DOH,HRG
CLO,DMK
CGK,SGN
TUN,DEL
EWR,BKK
ICN,LGW
GRU,SZX
SIN,SYD
MEX,HGH
CLO,KUL
ICN,YYZ
DMK,SVO
GRU,BKK
SYD,MEL
HGH,SHA
CBR,BOM
HRG,TPE
ADD,SEA
YYZ,SEA
JFK,SVO
KUL,TPE
HKG,CLO
PVG,BSB
HGH,JNB
MAD,ICN
CAN,FRA
HKG,YYZ
LOS,DFW
LHR,BKK
SCL,HKG
HGH,LIM
CAN,SGN
ICN,HKG
DMK,ALG
BKK,IST
TUN,TPE
JFK,NBO
PHX,CDG
FRA,PVG
NBO,ORD
BKK,MCO
LOS,KUL
MEL,ICN
DEL,CPT
TPE,CAN
IST,TUN
YYZ,HRG
IAH,CKG
DEL,CKG
DFW,CBR
SCL,BOS
LHR,SFO
HND,DOH
BOS,AKL
PEK,DEN
SFO,SEA
DEN,LIM
PVG,BKK
CLT,PEK
IST,GRU
CPT,MNL
MEX,SZX
CGK,LHR
JED,DXB
BKK,CMN
CGK,SEA
BKK,MEX
BSB,ADL
JFK,MAD
NBO,JED
ATL,SZX
JFK,LGW
CAN,MEL
DEN,DEL
LAS,SVO
XIY,PEK
AKL,ATL
DXB,BOG
CMN,SDU
CPT,LAS
MCO,BSB
SIN,PHX
CMN,SYD
AMS,SZX
XIY,SYD
ATL,MEL
CPT,SVO
EZE,MCO
MIA,PVG
CKG,SEA
SYD,AMS
MEL,JED
BOM,CMN
DXB,LOS
FRA,SFO
AMS,HKG
DXB,BOS
TUN,HRG
CGK,MNL
TPE,SDU
NBO,CBR
CDG,BSB
XIY,HRG
SDU,ORD
DXB,LAX
MCO,BKK
DOH,SVO
MAD,CMN
SVO,SYD
ALG,SGN
DEN,CMN
HGH,JFK
BCN,BOS
LAX,MNL
MCO,LHR
TPE,LHR
