ID_start,ID_end
CKG,CBR
CBR,CAN
CAN,JFK
JFK,CAI
CAI,SCL
SCL,JNB
JNB,BKK
BKK,DXB
DXB,LGW
LGW,ADL
ADL,EWR
EWR,DMK
DMK,LAX
LAX,CMN
CMN,MEL
MEL,CLO
CLO,PEK
PEK,HRG
HRG,ATL
ATL,SDU
SDU,JED
JED,LAS
LAS,HGH
HGH,NBO
NBO,DEN
DEN,SIN
SIN,SVO
SVO,TUN
TUN,LOS
LOS,BOS
BOS,DEL
DEL,ALG
ALG,BOM
BOM,DFW
DFW,MAD
MAD,SZX
SZX,CLT
CLT,SEA
SEA,LIM
LIM,ICN
ICN,AMS
AMS,CPT
CPT,MEX
MEX,KUL
KUL,PVG
PVG,GRU
GRU,BOG
BOG,SHA
SHA,CGK
CGK,BSB
BSB,MNL
MNL,LHR
LHR,MCO
MCO,MIA
MIA,KMG
KMG,PHX
PHX,TPE
TPE,HKG
HKG,DOH
DOH,ADD
ADD,SGN
SGN,IST
IST,YYZ
YYZ,EZE
EZE,HND
HND,ORD
ORD,XIY
XIY,SFO
SFO,CDG
CDG,SYD
SYD,FRA
FRA,AKL
AKL,BCN
BCN,IAH
LAX,LHR
DFW,CAI
AKL,BSB
KMG,CLO
BSB,GRU
MEL,TPE
JED,SFO
MIA,TUN
MIA,SVO
HKG,BSB
LOS,SYD
AMS,DXB
SYD,JNB
ATL,LHR
KMG,JFK
DFW,DOH
DEL,IAH
AKL,DMK
HKG,CMN
BOG,ADL
LAS,SDU
HND,CMN
DEN,KUL
MCO,MEX
LAX,SIN
BOG,SEA
SCL,CDG
CLT,LAX
GRU,DFW
HGH,SIN
DMK,BKK
HGH,ORD
IAH,NBO
CMN,BOM
DXB,SYD
HRG,GRU
LAX,PHX
LGW,ATL
LGW,ORD
BOG,DFW
IST,CPT
CLT,AMS
PHX,SGN
BOS,LAS
ADL,XIY
JED,TPE
CMN,MNL
CMN,MEX
EWR,SZX
CDG,CAN
CDG,CAI
