ID_start,ID_end
HND,KMG
KMG,CGK
CGK,ICN
ICN,ATL
ATL,KUL
KUL,HRG
HRG,DOH
DOH,EWR
EWR,MEX
MEX,GRU
GRU,YYZ
YYZ,JED
JED,HGH
HGH,LAS
LAS,TUN
TUN,ADD
ADD,BOM
BOM,ADL
ADL,HKG
HKG,CLO
CLO,JNB
JNB,CKG
CKG,SFO
SFO,CAN
CAN,LGW
LGW,BOS
BOS,TPE
TPE,MAD
MAD,PHX
PHX,NBO
NBO,SIN
SIN,MNL
MNL,SHA
SHA,SGN
SGN,BOG
BOG,SVO
SVO,SDU
SDU,SZX
SZX,DEL
DEL,CBR
CBR,EZE
EZE,JFK
JFK,LIM
LIM,IAH
IAH,MIA
MIA,BKK
BKK,CDG
CDG,SEA
SEA,DMK
DMK,DXB
DXB,ORD
ORD,PEK
PEK,MEL
MEL,ALG
ALG,CAI
CAI,PVG
PVG,LOS
LOS,IST
IST,CPT
CPT,LHR
LHR,SCL
SCL,SYD
SYD,FRA
FRA,DEN
DEN,XIY
XIY,DFW
DFW,AKL
AKL,AMS
AMS,CLT
CLT,CMN
CMN,MCO
MCO,BCN
BCN,BSB
BSB,LAX
HRG,BOM
AKL,CPT
DMK,TUN
DOH,LAS
SDU,DEL
LHR,MAD
LHR,ATL
PHX,DEN
KMG,CLT
SYD,SFO
LIM,SGN
EWR,TUN
LHR,BKK
ALG,MNL
XIY,SDU
BOM,SVO
HRG,LHR
GRU,MEL
EWR,SCL
ICN,ALG
ADD,CDG
BOS,FRA
ICN,GRU
HGH,JED
ORD,CAI
CKG,JNB
SFO,JFK
CLT,JED
CAN,JNB
KMG,TPE
DOH,SGN
AKL,MCO
ADD,DFW
KUL,SDU
LHR,SFO
DOH,HKG
CBR,HRG
KMG,IST
JED,IAH
ORD,CDG
PVG,LAS
HRG,CLO
DMK,SDU
DEN,CAI
SZX,PHX
AMS,ICN
CAI,YYZ
ORD,EWR
CMN,CKG
ORD,HND
LHR,MIA
ATL,CLO
JFK,CGK
HGH,ADD
CLT,DEN
MIA,PVG
MEX,SGN
LOS,MNL
KUL,PVG
PVG,PEK
XIY,LHR
TPE,LIM
LOS,SGN
ORD,CLO
YYZ,SGN
SDU,LHR
NBO,CLO
CBR,KMG
IAH,CGK
JED,IST
MEL,CLO
LOS,HGH
PVG,MCO
CBR,MIA
TUN,HGH
ORD,EZE
LGW,FRA
CPT,ALG
HND,JNB
ADD,SFO
HKG,DEN
CAN,CMN
MNL,CMN
DXB,FRA
BSB,DEL
KUL,SEA
YYZ,MAD
CDG,HGH
EWR,SIN
BOM,ORD
HGH,MCO
TPE,XIY
MEX,CPT
SEA,ORD
DEL,BSB
ORD,CKG
CAI,BOM
DOH,CGK
HGH,DOH
CGK,HRG
NBO,CBR
JFK,CLT
CPT,DOH
ALG,CLO
SZX,ADD
AKL,CDG
XIY,JNB
IST,ALG
PEK,HGH
HGH,IST
ICN,KMG
JED,YYZ
IAH,PEK
BOS,DXB
DFW,GRU
HRG,ATL
MCO,BSB
SVO,BOM
SHA,NBO
SZX,YYZ
BOM,DXB
JFK,ADD
SFO,CLO
PHX,ORD
DXB,HRG
HND,KUL
IST,LIM
DEN,ADD
LHR,KUL
SVO,HGH
XIY,BCN
LOS,ICN
AMS,MIA
PEK,TUN
SDU,LIM
JNB,BCN
BOS,DOH
CLT,CDG
BOM,AKL
ORD,PHX
JFK,CDG
HGH,ICN
ALG,CPT
CBR,DEL
MCO,DEL
XIY,FRA
JNB,ADL
CMN,XIY
CKG,FRA
CPT,SIN
EWR,ALG
DEL,SGN
FRA,TUN
MCO,LAS
BCN,YYZ
PHX,SYD
SEA,SHA
ATL,BOM
JED,KMG
CDG,BCN
AMS,MCO
MCO,PHX
DEL,LHR
BOM,HKG
DFW,SVO
ICN,AKL
HGH,CGK
JFK,SGN
AKL,EZE
SVO,LAS
MEX,LAX
CAI,SDU
BCN,ADD
BOS,PEK
HND,LGW
SFO,CMN
PEK,LOS
MAD,HND
CMN,ADD
MIA,DXB
DFW,JNB
CAN,HRG
MCO,ADD
PVG,LGW
LAX,SCL
LAS,EWR
CBR,BCN
NBO,CDG
SDU,CLT
LGW,SCL
CAI,CKG
SZX,HGH
BCN,FRA
DOH,DXB
JNB,MIA
SHA,IAH
SEA,AMS
LGW,BCN
SEA,CDG
ALG,KMG
LIM,MIA
SIN,LGW
CKG,MEL
NBO,KMG
HND,LHR
SFO,PEK
MNL,NBO
DXB,JNB
DOH,ICN
BSB,NBO
FRA,CKG
AKL,DFW
CAN,MEX
EZE,DEL
CDG,DEL
ICN,CMN
SEA,XIY
HKG,LHR
MEL,MAD
LIM,ADL
AKL,YYZ
